ISim log file
Running: C:\Users\Yoyo\Desktop\ALU\ALU\ALU_tb_isim_beh.exe -intstyle ise -gui -tclbatch isim.cmd -wdb C:/Users/Yoyo/Desktop/ALU/ALU/ALU_tb_isim_beh.wdb 
ISim P.20131013 (signature 0x7708f090)
WARNING: A WEBPACK license was found.
WARNING: Please use Xilinx License Configuration Manager to check out a full ISim license.
WARNING: ISim will run in Lite mode. Please refer to the ISim documentation for more information on the differences between the Lite and the Full version.
This is a Lite version of ISim.
Time resolution is 1 ps
# onerror resume
# wave add /
# run 1000 ns
Simulator is doing circuit initialization process.
Finished circuit initialization process.
Sel=110, A=2, B=e, Y=0e (Bit-Wise OR A and B)
Sel=111, A=2, B=e, Y=0c (Bit-Wise XOR A and B)
Sel=000, A=2, B=f, Y=11 (Add A and B)
Sel=001, A=2, B=f, Y=04 (Multiply A by 2 (A + A))
Sel=010, A=2, B=f, Y=03 (Increment A by 1)
Sel=011, A=2, B=f, Y=04 (Increment A by 2)
Sel=100, A=2, B=f, Y=1d (Bit-Wise invert A)
Sel=101, A=2, B=f, Y=02 (Bit-Wise AND A and B)
Sel=110, A=2, B=f, Y=0f (Bit-Wise OR A and B)
Sel=111, A=2, B=f, Y=0d (Bit-Wise XOR A and B)
Sel=000, A=3, B=0, Y=03 (Add A and B)
Sel=001, A=3, B=0, Y=06 (Multiply A by 2 (A + A))
Sel=010, A=3, B=0, Y=04 (Increment A by 1)
Sel=011, A=3, B=0, Y=05 (Increment A by 2)
Sel=100, A=3, B=0, Y=1c (Bit-Wise invert A)
Sel=101, A=3, B=0, Y=00 (Bit-Wise AND A and B)
Sel=110, A=3, B=0, Y=03 (Bit-Wise OR A and B)
Sel=111, A=3, B=0, Y=03 (Bit-Wise XOR A and B)
Sel=000, A=3, B=1, Y=04 (Add A and B)
Sel=001, A=3, B=1, Y=06 (Multiply A by 2 (A + A))
Sel=010, A=3, B=1, Y=04 (Increment A by 1)
Sel=011, A=3, B=1, Y=05 (Increment A by 2)
Sel=100, A=3, B=1, Y=1c (Bit-Wise invert A)
Sel=101, A=3, B=1, Y=01 (Bit-Wise AND A and B)
Sel=110, A=3, B=1, Y=03 (Bit-Wise OR A and B)
Sel=111, A=3, B=1, Y=02 (Bit-Wise XOR A and B)
